Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Mt. Carmel Farmers Market,9610,E 42nd St,,Indianapolis,IN,46235,MARION
Mt. Eden Farmers Market,201,Mount Eden Pkwy,,Bronx,NY,10457,BRONX
Mt. Pleasant Farmers' Market,100,E Broadway St,,Mount Pleasant,MI,48858,ISABELLA
Mt. Pleasant Farmers' Market,331,N Main St,,Mount Pleasant,MI,48858,ISABELLA
Mt. Shasta Farmers' Market,,East Casle St Parking Lot,Between Mt. Shasta Blvd and Chestnut  St,Mount Shasta,CA,96067,SISKIYOU
Mt. Washington Valley Farmers' Market,78,Norcross Cir,,North Conway,NH,03860,CARROLL
Mulberry Street Market,1155,College St,,Macon,GA,31201,BIBB
Muncie Food Hub Partnership Mobile Farmers Market,1065,N Mississinewa Ave,,Albany,IN,47320,DELAWARE
Muskogee Farmers Market,425,Boston St,,Muskogee,OK,74401,MUSKOGEE
MVTH Farmers' Market,850,California St,,Mountain View,CA,94041,SANTA CLARA
My Neighborhood Marketplace,4901,Main Ave,,Ashtabula,OH,44004,ASHTABULA
My Why,745,Ezzard Charles Dr,,Cincinnati,OH,45203,HAMILTON
N Iowa Farmers Market dba Mason City Farmers Mkt,1st NE,Delaware Ave,,Mason City,IA,50401,CERRO GORDO
Naco Perrin Farmers Market,4020,Naco Perrin Blvd,,San Antonio,TX,78217,BEXAR
Nacogdoches Farmers Market,107,Pearl St,,Nacogdoches,TX,75961,NACOGDOCHES
Nampa Farmers' Market,,14th Ave S,Lloyd Square,Nampa,ID,83651,CANYON
Napier Heights Food Co-op,1155,College St,,Macon,GA,31201,BIBB
Nash County Farmers Market,1006,Peachtree St,,Rocky Mount,NC,27804,NASH
Nashua Farmers Market,229,Main St,,Nashua,NH,03060,HILLSBOROUGH
Nashville Farmer's Market Inc,51,State Road 46 E,,Nashville,IN,47448,BROWN
Nashville Farmers Market,723,S Barnes St,,Nashville,NC,27856,NASH
Natividad Farmers' Market,1441,Constitution Blvd,BLD 200,Salinas,CA,93906,MONTEREY
Natomas Farmers Market,2501,New Market Dr,,Sacramento,CA,95835,SACRAMENTO
NE Minneapolis Farmers Market,629,2nd St NE,,Minneapolis,MN,55413,HENNEPIN
Nederland Farmers Market,80,E. Second St.,85 E. First St.,Nederland,CO,80466,BOULDER
Needham Farmers Market,20,Pickering Street,Greene's Field,Needham,MA,02492,NORFOLK
Neighborhood Farmer's Market,1250,E Almond Ave,,Madera,CA,93637,MADERA
Neighborhood Of The Arts Farmers Market,1050,East Ave,,Rochester,NY,14607,MONROE
NEOKC Farmers Market,104,W Marshall Dr,,Oklahoma City,OK,73110,OKLAHOMA
Neosho Farmers Market,114,N Jefferson St,,Neosho,MO,64850,NEWTON
Neskowin Farmers Market,,Hwy 101,Oregon State Wayside Park,Neskowin,OR,97149,TILLAMOOK
Neutaconkanut Farmers Market/Farm Fresh RI,760,Plainfield St,,Providence,RI,02909,PROVIDENCE
Nevada City Farmers Market,,Union St,Between Broad and Coyote Sts,Nevada City,CA,95959,NEVADA
Nevada County Certified Grow-Mkt At Grass Valley,111,W McKnight Way,,Grass Valley,CA,95949,NEVADA
Nevada County Certified Growers Mkt-Nevada City,650,Freeman Ln,,Grass Valley,CA,95945,NEVADA
Nevada County Certified Growers Mkt-North Star Hou,12075,Auburn Rd,,Grass Valley,CA,95949,NEVADA
New Albany Farmers Market,202,E Market St,,New Albany,IN,47150,FLOYD
New American Farm Market,2222,W Market St,,Louisville,KY,40212,JEFFERSON
New Baltimore Farmers Market,50976,Washington St,,New Baltimore,MI,48047,MACOMB
New Bedford Farmers Market - Brooklawn Park,1997,Acushnet Ave,,New Bedford,MA,02745,BRISTOL
New Bedford Farmers Market - Clasky Common Park,1359,Purchase St,,New Bedford,MA,02740,BRISTOL
New Bedford Farmers Market - Downtown,1,Oneida St,,New Bedford,MA,02740,BRISTOL
"New Bern Craven County Area Farmers Market, Inc.",421,S Front St,,New Bern,NC,28560,CRAVEN
New Braunfels Food Bank,1620,S Seguin Ave,,New Braunfels,TX,78130,COMAL
New Britain Downtown Farmers' Mkt-Urban Oaks Comm,27,West Main St.,Central Park Market,New Britain,CT,06051,HARTFORD
New Brunswick Community Farmers Market,178,Jones Ave,,New Brunswick,NJ,08901,MIDDLESEX
New Carlisle Farmer's Market,113,W Jefferson St,,New Carlisle,OH,45344,CLARK
New Cassel Farmers Market,212,Garden St,,Westbury,NY,11590,NASSAU
"New Castle Produce A, Inc",110,N Dupont Hwy,,New Castle,DE,19720,NEW CASTLE
New Era Farmers Market,1820,Ray Ave,,New Era,MI,49446,OCEANA
New Harvest Farmers' Market,4775,New Harvest Ln,,Knoxville,TN,37918,KNOX
New Hope Community Farmer's Market,4401,Xylon Ave N,,Minneapolis,MN,55428,HENNEPIN
New Lebanon Farmers Market,502,US-20,,New Lebanon,NY,12125,COLUMBIA
New Life Farmer's Market Ramsey,5900,167th Ave NW,,Anoka,MN,55303,ANOKA
New Life Usa-nevada,5605,Old Victory Hwy,,Lovelock,NV,89419,PERSHING
New Milford Farmers Market,,Main Street,"New Milford Green, North End",New Milford,CT,06776,LITCHFIELD
New Paltz Open Air Market,41,Main St,,New Paltz,NY,12561,ULSTER
New Roots Community Farm,670,Grand Concourse,,Bronx,NY,10451,BRONX
New Roots Farmers Market At The Irc,221,S 400 W,,Salt Lake City,UT,84101,SALT LAKE
New Roots Farmers Market Redwood Farm,3005,Lester St,,West Valley City,UT,84119,SALT LAKE
New York Botanical Gardens Farmers Market,2900,Southern Blvd,,Bronx,NY,10458,BRONX
Newark Farmers Market/Ag Institute of Marin,2086,Newpark Mall,,Newark,CA,94560,ALAMEDA
Newaygo County Famers Market,3608,S Warner Ave,,Fremont,MI,49412,NEWAYGO
Newbo City Market,1100,3rd St SE,,Cedar Rapids,IA,52401,LINN
Newburgh Farmers Market,97-105,Broadway,,Newburgh,NY,12550,ORANGE
Newport Beach Farmers Market,102,McFadden Pl,,Newport Beach,CA,92663,ORANGE
Newport Farmers Market,236,S Union Ave,,Newport,WA,99156,PEND OREILLE
Newport Farmers Market,246,CAUSEWAY ST,,Newport,VT,05855,ORLEANS
Newport Farmers Market Association,1560,Main St,,Palmyra,ME,04965,SOMERSET
Newport Farmers' Market,17,N Main St,,Newport,NH,03773,SULLIVAN
Newton Farmers Market//Cold Spring Park,1200,Beacon St,Cold Spring Park,Newton,MA,02461,MIDDLESEX
Newton Farmers Market/Elm St,,Elm St,,Newton,MA,02465,MIDDLESEX
Newtown Farmers Market,2523,Coconut Ave,,Sarasota,FL,34234,SARASOTA
Niagara Falls City Market,779,E Market St,,Niagara Falls,NY,14301,NIAGARA
Nicollet Mall Farmers Market,700,Nocollet,Nicolette Mall,Minneapolis,MN,55405,HENNEPIN
Nob Hill Growers' Market,3916,Lead Ave Se,Morningside Park,Albuquerque,NM,87108,BERNALILLO
Noble Creek Cfm,390,Oak Valley Pkwy,,Beaumont,CA,92223,RIVERSIDE
Noblesville Main Street Farmers Market,175,Logan St,,Noblesville,IN,46060,HAMILTON
Noe Valley Farmers' Market,3861,24th St,,San Francisco,CA,94114,SAN FRANCISCO
Nogales Mercado,163,Morley Ave.,,Nogales,AZ,85621,SANTA CRUZ
NoHo Farmers Market,5331,Bakman Ave,,North Hollywood,CA,91601,LOS ANGELES
Nolensville Farmers Market,7248,Nolensville Rd,,Nolensville,TN,37135,WILLIAMSON
Norcross Community Market,20,Skin Aly,,Norcross,GA,30071,GWINNETT
Norman Farm Market,615,E Robinson St,,Norman,OK,73071,CLEVELAND
Norman Farm Market,200,James Garner Ave,,Norman,OK,73069,CLEVELAND
North Asheville Tailgate Market,1,University Hts,,Asheville,NC,28804,BUNCOMBE
North Augusta Farmers Market,18,Government Center Ln,,Verona,VA,24482,AUGUSTA
North Beach Farmers Market,9010,Chesapeake Ave,,North Beach,MD,20714,CALVERT
North Beach Farmers Market,659,Columbus Ave,,San Francisco,CA,94133,SAN FRANCISCO
North Bend Farmers Market,400,SE Orchard Dr,,North Bend,WA,98045,KING
North Brevard County Farmers Market,419,S Hopkins Ave,,Titusville,FL,32796,BREVARD
North Buffalo Farmers Market,780,Parkside Ave,,Buffalo,NY,14216,ERIE
North Canton Farmers Market,845,W Maple St,,North Canton,OH,44720,STARK
North Central Bronx Farmers Market,442,Jerome Ave,,Bronx,NY,10467,BRONX
North Chicago Farmers Market,1730,Lewis Ave,,North Chicago,IL,60064,LAKE
North End Farmers Market,311,Bowman St,,Mansfield,OH,44903,RICHLAND
North End Farmers Market,80,Coventry St,,Hartford,CT,06112,HARTFORD
North Family Life Center - PZC Farmers Market,425,Woodland Street,,Hartford,CT,06112,HARTFORD
North Fontana Farmers Markets,15556,Summit Ave,,Fontana,CA,92336,SAN BERNARDINO
North Highland Farmers Market,3702,2nd Ave,,Columbus,GA,31904,MUSCOGEE
North Louisiana Farm Fresh / Ruston Farmers Market,220,E Mississippi Ave,,Ruston,LA,71270,LINCOLN
North Market Farmers Market,59,Spruce St,,Columbus,OH,43215,FRANKLIN
North Mobile County Food Park And Market,204,S Wilson Ave,,Mobile,AL,36610,MOBILE
North Oakland Farmers' Market,747,52nd st,,Oakland,CA,94608,ALAMEDA
North Park Community Market,5510,N Christiana Ave,,Chicago,IL,60625,COOK
North Park Thursday Certified Farmers Market,2900,N Park Way,,San Diego,CA,92104,SAN DIEGO
North Park Thursday Market,3000,N Park Way,,San Diego,CA,92104,SAN DIEGO
North Rome Farmers Market,516,Kingston Ave NE,,Rome,GA,30161,FLOYD
North Side Pop-up Farmers Market,4201,N 27th St,,Milwaukee,WI,53216,MILWAUKEE
North Square Farmers Market,50,North Ave,,Chambersburg,PA,17201,FRANKLIN
North Tonawanda City Market,216,Payne Ave,,North Tonawanda,NY,14120,NIAGARA
North Union Farmers Market At Chagrin Falls,21,N Franklin St,,Chagrin Falls,OH,44022,CUYAHOGA
North Union Farmers Market At Cleveland Clinic,2049,E 100th St,,Cleveland,OH,44106,CUYAHOGA
North Union Farmers Market At Crocker Park,287,Crocker Park Blvd,,Westlake,OH,44145,CUYAHOGA
North Union Farmers Market At Legacy Village,25385,Cedar Rd,,Cleveland,OH,44124,CUYAHOGA
North Union Farmers Market At Pinecrest,200,Park Ave,,Beachwood,OH,44122,CUYAHOGA
North Union Farmers Market At Playhouse Square,1400,Euclid Ave,,Cleveland,OH,44115,CUYAHOGA
North Union Farmers Market at Shaker Square,13111,Shaker Sq,,Cleveland,OH,44120,CUYAHOGA
North Union Farmers Market At University Hospitals,2074,Adelbert Rd,,Cleveland,OH,44106,CUYAHOGA
North Union Farmers Market At Van Aken,20100,Walker Rd,,Shaker Heights,OH,44122,CUYAHOGA
NORTH UNION FARMERS MARKET Clinic,9500,Euclid Ave,,Cleveland,OH,44195,CUYAHOGA
Northampton Farmers Market,,Gothic St,between Urban Outfitters and the Court H,Northampton,MA,01060,HAMPSHIRE
Northbrook Farmers Market,,Cherry and Meadow,,Northbrook,IL,60062,COOK
Northcenter Farmers Market,4100,N Damen Ave,,Chicago,IL,60618,COOK
Northeast Michigan Regional Farm Market,202,W Westover St,,East Tawas,MI,48730,IOSCO
Northeast Washington Farmer's Market,,Corner Of Main And Astor,,Colville,WA,99114,STEVENS
"Northfield Farmers Market, Inc",51,S Main St,,Northfield,VT,05663,WASHINGTON
Northhampton Tuesday Farmers Market,,Next to City Parking Garage,,Northampton,MA,01060,HAMPSHIRE
Northridge Farmers Market & Family Festival,9301,Tampa Ave,,Northridge,CA,91324,LOS ANGELES
Northside Farmers Market,201,E Brookland Park Blvd,,Richmond,VA,23222,RICHMOND CITY
Northside Farmers Market,4222,Hamilton Ave,,Cincinnati,OH,45223,HAMILTON
NORTHSIDE FARMERS MARKET,1865,Northport Dr,,Madison,WI,53704,DANE
Northwest Detroit Farmers Market,18445,Scarsdale St,,Detroit,MI,48223,WAYNE
Northwest Farmers Market,36,N Main St,,Saint Albans,VT,05478,FRANKLIN
Northwest Farmers Market INC,,Main St,Taylor Park,St Albans,VT,05478,FRANKLIN
Northwest Park Farmers Market,448,Tolland Tpke,,Manchester,CT,06042,HARTFORD
Norton Friends & Farmers Market,115,8th St. SW,,Norton,VA,24273,NORTON
Norwalk Farmers Market,11688,Alondra Blvd,,Norwalk,CA,90650,LOS ANGELES
Norway Farmers Market,255,Main St,,Norway,ME,04268,OXFORD
Norwich Farmers Market,,EAST SIDE PARK,,Norwich,NY,13815,CHENANGO
Norwich Farmers Market,,Rt 5 South,"1 mile south of I-91 Exit 13, school lot",Norwich,VT,05055,WINDSOR
Nourish Kauai,Kapa'a,Bypass Road,,Kapa'a,HI,96746,KAUAI
Nourishing The North Shore,901,Main St,,West Newbury,MA,01985,ESSEX
Novant Health Huntersville Farmers' Market,10030,Gilead Rd,,Huntersville,NC,28078,MECKLENBURG
Novick Family Urban Farm Stand,600,W Ritner St,,Philadelphia,PA,19148,PHILADELPHIA
Nowata Can Garden Market,225,E Cherokee Ave,,Nowata,OK,74048,NOWATA
Nubia Farmers Market,725,Albany St,,Roxbury,MA,02118,SUFFOLK
Nxt Fresh Pop-up Market,423,N Laramie Ave,,Chicago,IL,60644,COOK
Nyack Farmers Market,119,Main St,,Nyack,NY,10960,ROCKLAND
O. Freeman Farm,3768,Betsy Kerrison Pkwy,,Johns Island,SC,29455,CHARLESTON
Oak Creek Farmers Market,8040,S 6th St,,Oak Creek,WI,53154,MILWAUKEE
Oak Park Farmers Market,14000,Oak Park Blvd,,Oak Park,MI,48237,OAKLAND
Oak Park Farmers Market,460,Lake St,,Oak Park,IL,60302,COOK
Oak Park Farmers Market,3500,5th Ave,,Sacramento,CA,95817,SACRAMENTO
Oakhurst Farmers Market,630,E Lake Dr,,Decatur,GA,30030,DEKALB
Oakland Avenue Farmers Market,9352,Oakland St,,Detroit,MI,48211,WAYNE
Oakland County Market Farmers Market,2350,Pontiac Lake Rd,,Waterford,MI,48328,OAKLAND
Oakridge Farmers Market,925,Blossom Hill Rd,,San Jose,CA,95123,SANTA CLARA
Oakwood Shores Farmers Market/Ujamaa Co-op,3750 S,Cottage Grove,,Chicago,IL,60653,COOK
Oasis Makers Community Markets,1127,Broadway,,Columbus,GA,31901,MUSCOGEE
Oberlin Farmers Market,2728,W Sixth Street,,Oberlin,LA,70655,ALLEN
Ocean Springs Fresh Market Cdc,1000,Washington Ave,,Ocean Springs,MS,39564,JACKSON
Ode'imini Giizis Farmers Market,5344,Lake Shore Dr,,Nett Lake,MN,55772,ST LOUIS
Ohio Valley Farmers' Market,3200,Union Street,,Bellaire,OH,43906,BELMONT
OHSU FARMERS MARKET,3181,SW Sam Jackson Park Rd,,Portland,OR,97239,MULTNOMAH
Oilton Farmer's Market,115 E,4th St,,Oilton,OK,74052,CREEK
Ojai Certified Farmers Market,300,E Matilija St,,Ojai,CA,93023,VENTURA
Ojai Community Farmers' Market,414,E Ojai Ave,,Ojai,CA,93023,VENTURA
OKANOGAN VALLEY FARMERS MARKET,999,2nd Ave N,,Okanogan,WA,98840,OKANOGAN
Okc Farmers Public Market,311,S Klein Ave,,Oklahoma City,OK,73108,OKLAHOMA
Oklahoma Heritage Farm Store,38512,US Hwy 75,,Romona,OK,74061,WASHINGTON
Okmulgee Farmers Market,6750,Fig Rd,,Henryetta,OK,74437,OKMULGEE
Old Brooklyn Farmers Market,4200,Pearl Rd,,Cleveland,OH,44109,CUYAHOGA
Old Capitol Farmers Market,3,W Old State Capitol Plz,,Springfield,IL,62701,SANGAMON
Old L.A. Certified Farmers Market,,N Figueroa and Ave 58,,Los Angeles,CA,90042,LOS ANGELES
Old North End Farmers Market,Dewey PK,Spring Street,Dewey Park,Burlington,VT,05401,CHITTENDEN
Old Oakland FM - Urban VIllage FM Assoc,,Nineth and Broadway,,Oakland,CA,94607,ALAMEDA
Old Rt 19 Farm Market,3537,Hookersville Rd,,Summersville,WV,26651,NICHOLAS
Old Salem Cobblestone Farmers Market,1007,S Marshall St,,Winston Salem,NC,27101,FORSYTH
Old Town Certified FM - North Coast Grower Assn,211,F St,,Eureka,CA,95501,HUMBOLDT
Old Town Farm and Art Market,150,N Mosley St,,Wichita,KS,67202,SEDGWICK
Old Town Marketplace,250,1st St SE,,Bandon,OR,97411,COOS
Old Town Newhall Farmers Market,24500,Main St,,Newhall,CA,91321,LOS ANGELES
Old Town Scottsdale Farmers Market,7250,E 1st St,,Scottsdale,AZ,85251,MARICOPA
Olde Englewood Village Farmers Market,300,W Dearborn St,,Englewood,FL,34223,SARASOTA
Olde Worthington Business Association,646,High St,,Worthington,OH,43085,FRANKLIN
Olean Area Farmers Market,100,E State St,,Olean,NY,14760,CATTARAUGUS
Olive View Medical Center CFM,14445,Olive View Dr,,Sylmar,CA,91342,LOS ANGELES
OLYMPIA FARMERS MARKET,700,Capitol Way S,,Olympia,WA,98501,THURSTON
Omaha Farmers Market,519,S 11th St,,Omaha,NE,68102,DOUGLAS
Omaha Farmers Market,67th St.,Mercy Rd,,Omaha,NE,68106,DOUGLAS
Omak Farmers Market,401,Omak Ave,,Omak,WA,98841,OKANOGAN
"On Broadway, Inc.",340,N Broadway,Ste 165,Green Bay,WI,54303,BROWN
One Africa One Nation Farmers Market,4031,W Florissant Ave,,Saint Louis,MO,63107,ST LOUIS CITY
One Canoe,70,Mountain View St,,Eastsound,WA,98245,SAN JUAN
One Sky One Earth Farmers Market,,Highway 95,,Plummer,ID,83851,BENEWAH
Onegeneration Encino CFM,17400,Victory Blvd,,Van Nuys,CA,91406,LOS ANGELES
ONEIDA COUNTY PUBLIC MARKET FM,321,MAIN ST,UNION TRAIN STATION,UTICA,NY,13501,ONEIDA
Oneida Farmers Market,W180,Highway 54 Parking Lot,,Oneida,WI,54155,BROWN
Onenation Relief & Charity,2646,E Rosedale St,,Fort Worth,TX,76105,TARRANT
Onslow County Farmers Market Inc,4024,Richlands Hwy,,Jacksonville,NC,28540,ONSLOW
Ontario Saturday Market,105,S Oregon St,,Ontario,OR,97914,MALHEUR
Onward A Legacy Foundation Dba Cortez Farmer's Mar,109,W Main St,,Cortez,CO,81321,MONTEZUMA
Orange County Farm Bureau - CFM's,88,Fair Dr,,Costa Mesa,CA,92626,ORANGE
Orange County HomeGrown,,West Side of Congress Park,,Orleans,IN,47452,ORANGE
Orange Farmer's Market,135,E Main St,,Orange,MA,01364,FRANKLIN
Orange Home Grown Farmers And Artisans Market,303,W Palm Ave,,Orange,CA,92866,ORANGE
Orange Park Farmer's & Arts Market,2042,Park Ave,,Orange Park,FL,32073,CLAY
Orangevale Farmers' Market And Craft Faire,6826,Hazel Ave,,Orangevale,CA,95662,SACRAMENTO
Orcas Island Farmers Market,203,N Beach Rd,,Eastsound,WA,98245,SAN JUAN
Orchard Homes' Farmers' Market,2537,S 3rd St W,,Missoula,MT,59804,MISSOULA
OREGON CITY FARMERS' MARKET,2051,KAEN RD,,OREGON CITY,OR,97045,CLACKAMAS
Organizing For Ward 1 And Other Communities (owc),1685,Rice St,,Saint Paul,MN,55113,RAMSEY
Original Farmer's Market,1643,E M 21,,Owosso,MI,48867,SHIAWASSEE
Original Farmers' Market,222,E Market St,,Indianapolis,IN,46204,MARION
Orinda Farmers Market,28,Orinda Way,,Orinda,CA,94563,CONTRA COSTA
Orleans Farmers Market,19,Old Colony Way,,Orleans,MA,02653,BARNSTABLE
Oro Valley Farmers Markets,10901,N Oracle Rd,,Oro Valley,AZ,85737,PIMA
Orofino Farmers Market,101,Michigan Ave,,Orofino,ID,83544,CLEARWATER
Oroville Hospital Farmers Market,2450,Oro Dam Blvd E,,Oroville,CA,95966,BUTTE
Oroville Market Association,1276,Main St,,Oroville,WA,98844,OKANOGAN
Oroville Saturday Farmers Market,1200,Myers St,,Oroville,CA,95965,BUTTE
ORTING VALLEY FARMERS MARKET,101,WASHINGTON,NORTH PARK,ORTING,WA,98360,PIERCE
Orton's Fruit Markert,5900,Station Rd,,North East,PA,16428,ERIE
Oshkosh Saturday Farmers Market,547,N Main St,,Oshkosh,WI,54901,WINNEBAGO
Oswego Farmer's Market,,W Bridge St,between Bridge & Oneida,Oswego,NY,13126,OSWEGO
Otncp Thursday Farmers & Artisans Market,901,N Royal St,,Alexandria,VA,22314,ALEXANDRIA
Ottawa County Farmers Market,1129,E Street SW,,Miami,OK,74354,OTTAWA
Outer Sunset Farmers Market & Mercantile,1994,37th Ave,,San Francisco,CA,94116,SAN FRANCISCO
Overland Park Farmers Market,7950,Marty St,,Overland Park,KS,66204,JOHNSON
Overlea Farmers Market,6908,Belair Rd,,Baltimore,MD,21206,BALTIMORE
Ovid Farmers Market,7175,Main St,,Ovid,NY,14521,SENECA
Owen County Farm And Craft Market,430,Roland Ave,,Owenton,KY,40359,OWEN
"Owensboro Farmers Market, Inc.",1205,Triplett St,,Owensboro,KY,42303,DAVIESS
Oxford Community Market,1801,University Ave,,Oxford,MS,38655,LAFAYETTE
Oxford Farmers Market Association,Lot 52,High St & Church St,,Oxford,OH,45056,BUTLER
Oxford Organic Farm,909,Emory St,,Oxford,GA,30054,NEWTON
Ozark Downtown Farmers Market,844,FInley Farms Ln,,Ozark,MO,65721,CHRISTIAN
Ozark Farmers Agricultural Cooperative,805,Worley Dr,,West Plains,MO,65775,HOWELL
P & Y FARM FRESH MARKET,6485,E County Road 50 S,,Butlerville,IN,47223,JENNINGS
Pacific Beach Tuesday Farmers Market,4451,Bayard St,,San Diego,CA,92109,SAN DIEGO
Pacific Grove Farmers' Market,,Central & Grand,,Pacific Grove,CA,93950,MONTEREY
Pacific Palisades CFM,1037,Swarthmore Ave,,Pacific Palisades,CA,90272,LOS ANGELES
Pagosa Farmers Market,191,Pagosa St,,Pagosa Springs,CO,81147,ARCHULETA
Pajaro Valley Certified Farmers' Market,358,Main St,,Watsonville,CA,95076,SANTA CRUZ
Palisade Sunday Farmers Market,206,Main St.,3rd And Main Streets,Palisade,CO,81526,MESA
Palm Center Farmers Market,5400,Beekman Rd,,Houston,TX,77021,HARRIS
Palm Springs Cultural Center CFM,2300,E Baristo Rd,,Palm Springs,CA,92262,RIVERSIDE
Palm Street Market,109,Palm St,,El Paso,TX,79901,EL PASO
Palmbos Farm Market,5728,Chicago Dr,,Zeeland,MI,49464,OTTAWA
"Palos Verdes Farmers Market, Inc.",27118,Silver Spur Rd,,Rolling Hills Estates,CA,90274,LOS ANGELES
Panoche Livestock,1145,Coleman Ave,,Laton,CA,93242,FRESNO
Paola Farmers Market,1,W Peoria St,Downtown Paola's Historic Park Square,Paola,KS,66071,MIAMI
Paradise Tuesday Farmers Market,6491,Clark Rd,,Paradise,CA,95969,BUTTE
Paramount Farmers Market,15500,Downey Ave,,Paramount,CA,90723,LOS ANGELES
Paris And Britney Chickens,7110,Hoffman St,,Houston,TX,77028,HARRIS
Park Falls Farmers Market,1185,4th Ave S,,Park Falls,WI,54552,PRICE
Park Forest Farmers Market,152,Main St,,Park Forest,IL,60466,COOK
Park Rapids Farmers Market,910,1st St E,,Park Rapids,MN,56470,HUBBARD
Park Ridge Farmers Market,15,Prairie Ave,,Park Ridge,IL,60068,COOK
PARK SLOPES DOWN TO EARTH FARMERS MARKET,,4TH ST,,BROOKLYN,NY,11215,KINGS
Park View Farmers Market,3400,Georgia Ave Nw,,Washington,DC,20010,DIST OF COLUMBIA
Parkrose Marketplace,10750,NE Sandy Blvd,,Portland,OR,97220,MULTNOMAH
Parkview Community Greenhouse And Learning Kitchen,1716,Beacon St,,Fort Wayne,IN,46805,ALLEN
Parkville Farmers Market,24440,Oberdiek Ln,,Platte City,MO,64079,PLATTE
Parsons Farm,909,Hwy 211,,Candor,NC,27229,MONTGOMERY
PASADENA CERTIFIED FARMERS MARKET,2915,E Sierra Madre Blvd,,Pasadena,CA,91107,LOS ANGELES
Pasco Farmers Market,,Columbia St / 4th Ave.,,Pasco,WA,99301,FRANKLIN
Paseo Farmers Market,3020,N Walker Ave,Suite B,Oklahoma City,OK,73103,OKLAHOMA
Paso Robles Farmers Market,1103,Spring St,,Paso Robles,CA,93446,SAN LUIS OBISPO
Passion Organics Farmer's Market,11740,Tom Folsom Rd,,Thonotosassa,FL,33592,HILLSBOROUGH
Pawnee Farmers Market,348000,E 5300 Rd,,Pawnee,OK,74058,PAWNEE
Pawtucket Farmers Market/Farm Fresh RI,2,Bayley St,,Pawtucket,RI,02860,PROVIDENCE
Pawtuxet Village Farmers Market,60,Rhodes Pl,,Cranston,RI,02905,PROVIDENCE
"Payson Farmers Market, Llc",816,S Beeline Hwy,,Payson,AZ,85541,GILA
Pcc Austin Farm Stand,330,N Lotus Ave,,Chicago,IL,60644,COOK
